Hospital,Date,KPI,Value,Metric
St. Michael's Hospital,2022-02-01,# > 24 Hours,0,75
St. Michael's Hospital,2022-03-01,% Within 6 Hours,0.804,75
St. Michael's Hospital,2022-03-01,% Within 9 Hours,0.976,75
St. Michael's Hospital,2022-03-01,% Within 24 Hours,1,75
St. Michael's Hospital,2022-03-01,# > 24 Hours,0,75
St. Michael's Hospital,2022-04-01,% Within 6 Hours,0.789,75
St. Michael's Hospital,2022-04-01,% Within 9 Hours,0.968,75
St. Michael's Hospital,2022-04-01,% Within 24 Hours,1,75
St. Michael's Hospital,2022-04-01,# > 24 Hours,0,75
St. Michael's Hospital,2022-05-01,% Within 6 Hours,0.822,75
St. Michael's Hospital,2022-05-01,% Within 9 Hours,0.975,75
St. Michael's Hospital,2022-05-01,% Within 24 Hours,1,75
St. Michael's Hospital,2022-05-01,# > 24 Hours,0,75
St. Michael's Hospital,2022-06-01,% Within 6 Hours,0.805,75
St. Michael's Hospital,2022-06-01,% Within 9 Hours,0.973,75
St. Michael's Hospital,2022-06-01,% Within 24 Hours,1,75
St. Michael's Hospital,2022-06-01,# > 24 Hours,0,75
St. Michael's Hospital,2022-07-01,% Within 6 Hours,0.828,75
St. Michael's Hospital,2022-07-01,% Within 9 Hours,0.962,75
St. Michael's Hospital,2022-07-01,% Within 24 Hours,1,75
St. Michael's Hospital,2022-07-01,# > 24 Hours,0,75
St. Michael's Hospital,2022-08-01,% Within 6 Hours,0.829,75
St. Michael's Hospital,2022-08-01,% Within 9 Hours,0.966,75
St. Michael's Hospital,2022-08-01,% Within 24 Hours,1,75
St. Michael's Hospital,2022-08-01,# > 24 Hours,0,75
St. Michael's Hospital,2022-09-01,% Within 6 Hours,0.823,75
St. Michael's Hospital,2022-09-01,% Within 9 Hours,0.988,75
St. Michael's Hospital,2022-09-01,% Within 24 Hours,1,75
St. Michael's Hospital,2022-09-01,# > 24 Hours,0,75
St. Michael's Hospital,2022-10-01,% Within 6 Hours,0.781,75
St. Michael's Hospital,2022-10-01,% Within 9 Hours,0.936,75
St. Michael's Hospital,2022-10-01,% Within 24 Hours,1,75
St. Michael's Hospital,2022-10-01,# > 24 Hours,0,75
St. Michael's Hospital,2022-11-01,% Within 6 Hours,0.806,75
St. Michael's Hospital,2022-11-01,% Within 9 Hours,0.968,75
St. Michael's Hospital,2022-11-01,% Within 24 Hours,1,75
St. Michael's Hospital,2022-11-01,# > 24 Hours,0,75
St. Michael's Hospital,2022-12-01,% Within 6 Hours,0.744,75
St. Michael's Hospital,2022-12-01,% Within 9 Hours,0.934,75
St. Michael's Hospital,2022-12-01,% Within 24 Hours,1,75
St. Michael's Hospital,2022-12-01,# > 24 Hours,0,75
St. Michael's Hospital,2023-01-01,% Within 6 Hours,0.795,75
St. Michael's Hospital,2023-01-01,% Within 9 Hours,0.977,75
St. Michael's Hospital,2023-01-01,% Within 24 Hours,1,75
St. Michael's Hospital,2023-01-01,# > 24 Hours,0,75
St. Michael's Hospital,2023-02-01,% Within 6 Hours,0.857,75
St. Michael's Hospital,2023-02-01,% Within 9 Hours,0.965,75
St. Michael's Hospital,2023-02-01,% Within 24 Hours,1,75
St. Michael's Hospital,2023-02-01,# > 24 Hours,0,75
St. Michael's Hospital,2023-03-01,% Within 6 Hours,0.821,75
St. Michael's Hospital,2023-03-01,% Within 9 Hours,0.966,75
St. Michael's Hospital,2023-03-01,% Within 24 Hours,1,75
St. Michael's Hospital,2023-03-01,# > 24 Hours,0,75
St. Michael's Hospital,2023-04-01,% Within 6 Hours,0.836,75
St. Michael's Hospital,2023-04-01,% Within 9 Hours,0.991,75
St. Michael's Hospital,2023-04-01,% Within 24 Hours,1,75
St. Michael's Hospital,2023-04-01,# > 24 Hours,0,75
St. Michael's Hospital,2023-05-01,% Within 6 Hours,0.852,75
St. Michael's Hospital,2023-05-01,% Within 9 Hours,0.977,75
St. Michael's Hospital,2023-05-01,% Within 24 Hours,1,75
St. Michael's Hospital,2023-05-01,# > 24 Hours,0,75
St. Michael's Hospital,2023-06-01,% Within 6 Hours,0.874,75
St. Michael's Hospital,2023-06-01,% Within 9 Hours,0.984,75
St. Michael's Hospital,2023-06-01,% Within 24 Hours,1,75
St. Michael's Hospital,2023-06-01,# > 24 Hours,0,75
St. Michael's Hospital,2023-07-01,% Within 6 Hours,0.865,75
St. Michael's Hospital,2023-07-01,% Within 9 Hours,0.989,75
St. Michael's Hospital,2023-07-01,% Within 24 Hours,1,75
St. Michael's Hospital,2023-07-01,# > 24 Hours,0,75
St. Michael's Hospital,2023-08-01,% Within 6 Hours,0.847,75
St. Michael's Hospital,2023-08-01,% Within 9 Hours,0.974,75
St. Michael's Hospital,2023-08-01,% Within 24 Hours,1,75
St. Michael's Hospital,2023-08-01,# > 24 Hours,0,75
St. Michael's Hospital,2023-09-01,% Within 6 Hours,0.868,75
St. Michael's Hospital,2023-09-01,% Within 9 Hours,0.988,75
St. Michael's Hospital,2023-09-01,% Within 24 Hours,1,75
St. Michael's Hospital,2023-09-01,# > 24 Hours,0,75
St. Vincent's University Hospital,2022-01-01,% Within 6 Hours,0.46,75
St. Vincent's University Hospital,2022-01-01,% Within 9 Hours,0.575,75
St. Vincent's University Hospital,2022-01-01,% Within 24 Hours,0.861,75
St. Vincent's University Hospital,2022-01-01,# > 24 Hours,160,75
St. Vincent's University Hospital,2022-02-01,% Within 6 Hours,0.394,75
St. Vincent's University Hospital,2022-02-01,% Within 9 Hours,0.52,75
St. Vincent's University Hospital,2022-02-01,% Within 24 Hours,0.806,75
St. Vincent's University Hospital,2022-02-01,# > 24 Hours,204,75
St. Vincent's University Hospital,2022-03-01,% Within 6 Hours,0.357,75
St. Vincent's University Hospital,2022-03-01,% Within 9 Hours,0.476,75
St. Vincent's University Hospital,2022-03-01,% Within 24 Hours,0.781,75
St. Vincent's University Hospital,2022-03-01,# > 24 Hours,256,75
St. Vincent's University Hospital,2022-04-01,% Within 6 Hours,0.397,75
St. Vincent's University Hospital,2022-04-01,% Within 9 Hours,0.517,75
St. Vincent's University Hospital,2022-04-01,% Within 24 Hours,0.832,75
St. Vincent's University Hospital,2022-04-01,# > 24 Hours,193,75
St. Vincent's University Hospital,2022-05-01,% Within 6 Hours,0.421,75
St. Vincent's University Hospital,2022-05-01,% Within 9 Hours,0.55,75
St. Vincent's University Hospital,2022-05-01,% Within 24 Hours,0.882,75
St. Vincent's University Hospital,2022-05-01,# > 24 Hours,137,75
St. Vincent's University Hospital,2022-06-01,% Within 6 Hours,0.426,75
St. Vincent's University Hospital,2022-06-01,% Within 9 Hours,0.532,75
St. Vincent's University Hospital,2022-06-01,% Within 24 Hours,0.808,75
St. Vincent's University Hospital,2022-06-01,# > 24 Hours,232,75
St. Vincent's University Hospital,2022-07-01,% Within 6 Hours,0.373,75
St. Vincent's University Hospital,2022-07-01,% Within 9 Hours,0.503,75
St. Vincent's University Hospital,2022-07-01,% Within 24 Hours,0.809,75
St. Vincent's University Hospital,2022-07-01,# > 24 Hours,218,75
St. Vincent's University Hospital,2022-08-01,% Within 6 Hours,0.455,75
St. Vincent's University Hospital,2022-08-01,% Within 9 Hours,0.559,75
St. Vincent's University Hospital,2022-08-01,% Within 24 Hours,0.828,75
St. Vincent's University Hospital,2022-08-01,# > 24 Hours,183,75
St. Vincent's University Hospital,2022-09-01,% Within 6 Hours,0.42,75
St. Vincent's University Hospital,2022-09-01,% Within 9 Hours,0.549,75
St. Vincent's University Hospital,2022-09-01,% Within 24 Hours,0.831,75
St. Vincent's University Hospital,2022-09-01,# > 24 Hours,197,75
St. Vincent's University Hospital,2022-10-01,% Within 6 Hours,0.395,75
St. Vincent's University Hospital,2022-10-01,% Within 9 Hours,0.531,75
St. Vincent's University Hospital,2022-10-01,% Within 24 Hours,0.823,75
St. Vincent's University Hospital,2022-10-01,# > 24 Hours,225,75
St. Vincent's University Hospital,2022-11-01,% Within 6 Hours,0.407,75
St. Vincent's University Hospital,2022-11-01,% Within 9 Hours,0.527,75
St. Vincent's University Hospital,2022-11-01,% Within 24 Hours,0.813,75
St. Vincent's University Hospital,2022-11-01,# > 24 Hours,225,75
St. Vincent's University Hospital,2022-12-01,% Within 6 Hours,0.44,75
St. Vincent's University Hospital,2022-12-01,% Within 9 Hours,0.547,75
St. Vincent's University Hospital,2022-12-01,% Within 24 Hours,0.787,75
St. Vincent's University Hospital,2022-12-01,# > 24 Hours,278,75
St. Vincent's University Hospital,2023-01-01,% Within 6 Hours,0.446,75
St. Vincent's University Hospital,2023-01-01,% Within 9 Hours,0.548,75
St. Vincent's University Hospital,2023-01-01,% Within 24 Hours,0.823,75
St. Vincent's University Hospital,2023-01-01,# > 24 Hours,206,75
St. Vincent's University Hospital,2023-02-01,% Within 6 Hours,0.473,75
St. Vincent's University Hospital,2023-02-01,% Within 9 Hours,0.567,75
St. Vincent's University Hospital,2023-02-01,% Within 24 Hours,0.832,75
St. Vincent's University Hospital,2023-02-01,# > 24 Hours,186,75
St. Vincent's University Hospital,2023-03-01,% Within 6 Hours,0.412,75
St. Vincent's University Hospital,2023-03-01,% Within 9 Hours,0.523,75
St. Vincent's University Hospital,2023-03-01,% Within 24 Hours,0.776,75
St. Vincent's University Hospital,2023-03-01,# > 24 Hours,317,75
St. Vincent's University Hospital,2023-04-01,% Within 6 Hours,0.422,75
St. Vincent's University Hospital,2023-04-01,% Within 9 Hours,0.526,75
St. Vincent's University Hospital,2023-04-01,% Within 24 Hours,0.825,75
St. Vincent's University Hospital,2023-04-01,# > 24 Hours,223,75
St. Vincent's University Hospital,2023-05-01,% Within 6 Hours,0.427,75
St. Vincent's University Hospital,2023-05-01,% Within 9 Hours,0.556,75
St. Vincent's University Hospital,2023-05-01,% Within 24 Hours,0.831,75
St. Vincent's University Hospital,2023-05-01,# > 24 Hours,223,75
St. Vincent's University Hospital,2023-06-01,% Within 6 Hours,0.42,75
St. Vincent's University Hospital,2023-06-01,% Within 9 Hours,0.556,75
St. Vincent's University Hospital,2023-06-01,% Within 24 Hours,0.877,75
St. Vincent's University Hospital,2023-06-01,# > 24 Hours,156,75
St. Vincent's University Hospital,2023-07-01,% Within 6 Hours,0.438,75
St. Vincent's University Hospital,2023-07-01,% Within 9 Hours,0.567,75
St. Vincent's University Hospital,2023-07-01,% Within 24 Hours,0.839,75
St. Vincent's University Hospital,2023-07-01,# > 24 Hours,211,75
St. Vincent's University Hospital,2023-08-01,% Within 6 Hours,0.447,75
St. Vincent's University Hospital,2023-08-01,% Within 9 Hours,0.575,75
St. Vincent's University Hospital,2023-08-01,% Within 24 Hours,0.889,75
St. Vincent's University Hospital,2023-08-01,# > 24 Hours,143,75
St. Vincent's University Hospital,2023-09-01,% Within 6 Hours,0.43,75
St. Vincent's University Hospital,2023-09-01,% Within 9 Hours,0.548,75
St. Vincent's University Hospital,2023-09-01,% Within 24 Hours,0.893,75
St. Vincent's University Hospital,2023-09-01,# > 24 Hours,129,75
Wexford General Hospital,2022-01-01,% Within 6 Hours,0.38,75
Wexford General Hospital,2022-01-01,% Within 9 Hours,0.581,75
Wexford General Hospital,2022-01-01,% Within 24 Hours,0.943,75
Wexford General Hospital,2022-01-01,# > 24 Hours,30,75
Wexford General Hospital,2022-02-01,% Within 6 Hours,0.379,75
Wexford General Hospital,2022-02-01,% Within 9 Hours,0.546,75
Wexford General Hospital,2022-02-01,% Within 24 Hours,0.938,75
Wexford General Hospital,2022-02-01,# > 24 Hours,33,75
Wexford General Hospital,2022-03-01,% Within 6 Hours,0.341,75
Wexford General Hospital,2022-03-01,% Within 9 Hours,0.536,75
Wexford General Hospital,2022-03-01,% Within 24 Hours,0.94,75
Wexford General Hospital,2022-03-01,# > 24 Hours,33,75
Wexford General Hospital,2022-04-01,% Within 6 Hours,0.377,75
Wexford General Hospital,2022-04-01,% Within 9 Hours,0.617,75
Wexford General Hospital,2022-04-01,% Within 24 Hours,0.971,75
Wexford General Hospital,2022-04-01,# > 24 Hours,15,75
Wexford General Hospital,2022-05-01,% Within 6 Hours,0.373,75
Wexford General Hospital,2022-05-01,% Within 9 Hours,0.553,75
Wexford General Hospital,2022-05-01,% Within 24 Hours,0.97,75
Wexford General Hospital,2022-05-01,# > 24 Hours,18,75
Wexford General Hospital,2022-06-01,% Within 6 Hours,0.303,75
Wexford General Hospital,2022-06-01,% Within 9 Hours,0.476,75
Wexford General Hospital,2022-06-01,% Within 24 Hours,0.938,75
Wexford General Hospital,2022-06-01,# > 24 Hours,36,75
Wexford General Hospital,2022-07-01,% Within 6 Hours,0.428,75
Wexford General Hospital,2022-07-01,% Within 9 Hours,0.607,75
Wexford General Hospital,2022-07-01,% Within 24 Hours,0.975,75
Wexford General Hospital,2022-07-01,# > 24 Hours,15,75
Wexford General Hospital,2022-08-01,% Within 6 Hours,0.4,75
Wexford General Hospital,2022-08-01,% Within 9 Hours,0.576,75
Wexford General Hospital,2022-08-01,% Within 24 Hours,0.952,75
Wexford General Hospital,2022-08-01,# > 24 Hours,30,75
Wexford General Hospital,2022-09-01,% Within 6 Hours,0.408,75
Wexford General Hospital,2022-09-01,% Within 9 Hours,0.595,75
Wexford General Hospital,2022-09-01,% Within 24 Hours,0.956,75
Wexford General Hospital,2022-09-01,# > 24 Hours,28,75
Wexford General Hospital,2022-10-01,% Within 6 Hours,0.313,75
Wexford General Hospital,2022-10-01,% Within 9 Hours,0.495,75
Wexford General Hospital,2022-10-01,% Within 24 Hours,0.907,75
Wexford General Hospital,2022-10-01,# > 24 Hours,53,75
Wexford General Hospital,2022-11-01,% Within 6 Hours,0.265,75
Wexford General Hospital,2022-11-01,% Within 9 Hours,0.474,75
Wexford General Hospital,2022-11-01,% Within 24 Hours,0.911,75
Wexford General Hospital,2022-11-01,# > 24 Hours,56,75
Wexford General Hospital,2022-12-01,% Within 6 Hours,0.233,75
Wexford General Hospital,2022-12-01,% Within 9 Hours,0.401,75
Wexford General Hospital,2022-12-01,% Within 24 Hours,0.852,75
Wexford General Hospital,2022-12-01,# > 24 Hours,95,75
Wexford General Hospital,2023-01-01,% Within 6 Hours,0.273,75
Wexford General Hospital,2023-01-01,% Within 9 Hours,0.463,75
Wexford General Hospital,2023-01-01,% Within 24 Hours,0.885,75
Wexford General Hospital,2023-01-01,# > 24 Hours,68,75
Wexford General Hospital,2023-02-01,% Within 6 Hours,0.246,75
Wexford General Hospital,2023-02-01,% Within 9 Hours,0.438,75
Wexford General Hospital,2023-02-01,% Within 24 Hours,0.891,75
Wexford General Hospital,2023-02-01,# > 24 Hours,55,75
Wexford General Hospital,2023-03-01,% Within 6 Hours,0.848,75
Wexford General Hospital,2023-03-01,% Within 9 Hours,0.87,75
Wexford General Hospital,2023-03-01,% Within 24 Hours,0.957,75
Wexford General Hospital,2023-03-01,# > 24 Hours,2,75
Wexford General Hospital,2023-04-01,% Within 6 Hours,0.918,75
Wexford General Hospital,2023-04-01,% Within 9 Hours,0.967,75
Wexford General Hospital,2023-04-01,% Within 24 Hours,1,75
Wexford General Hospital,2023-04-01,# > 24 Hours,0,75
Wexford General Hospital,2023-05-01,% Within 6 Hours,0.895,75
Wexford General Hospital,2023-05-01,% Within 9 Hours,0.989,75
Wexford General Hospital,2023-05-01,% Within 24 Hours,1,75
Wexford General Hospital,2023-05-01,# > 24 Hours,0,75
Wexford General Hospital,2023-06-01,% Within 6 Hours,0.948,75
Wexford General Hospital,2023-06-01,% Within 9 Hours,0.969,75
Wexford General Hospital,2023-06-01,% Within 24 Hours,1,75
Wexford General Hospital,2023-06-01,# > 24 Hours,0,75
Wexford General Hospital,2023-07-01,% Within 6 Hours,0.656,75
Wexford General Hospital,2023-07-01,% Within 9 Hours,0.777,75
Wexford General Hospital,2023-07-01,% Within 24 Hours,0.992,75
Wexford General Hospital,2023-07-01,# > 24 Hours,2,75
Wexford General Hospital,2023-08-01,% Within 6 Hours,0.429,75
Wexford General Hospital,2023-08-01,% Within 9 Hours,0.626,75
Wexford General Hospital,2023-08-01,% Within 24 Hours,0.969,75
Wexford General Hospital,2023-08-01,# > 24 Hours,20,75
Wexford General Hospital,2023-09-01,% Within 6 Hours,0.423,75
Wexford General Hospital,2023-09-01,% Within 9 Hours,0.624,75
Wexford General Hospital,2023-09-01,% Within 24 Hours,0.967,75
Wexford General Hospital,2023-09-01,# > 24 Hours,19,75
Beaumont Hospital,2022-01-01,% Within 6 Hours,0.213,75
Beaumont Hospital,2022-01-01,% Within 9 Hours,0.403,75
Beaumont Hospital,2022-01-01,% Within 24 Hours,0.978,75
Beaumont Hospital,2022-01-01,# > 24 Hours,20,75
Beaumont Hospital,2022-02-01,% Within 6 Hours,0.223,75
Beaumont Hospital,2022-02-01,% Within 9 Hours,0.414,75
Beaumont Hospital,2022-02-01,% Within 24 Hours,0.955,75
Beaumont Hospital,2022-02-01,# > 24 Hours,39,75
Beaumont Hospital,2022-03-01,% Within 6 Hours,0.219,75
Beaumont Hospital,2022-03-01,% Within 9 Hours,0.402,75
Beaumont Hospital,2022-03-01,% Within 24 Hours,0.933,75
Beaumont Hospital,2022-03-01,# > 24 Hours,65,75
Beaumont Hospital,2022-04-01,% Within 6 Hours,0.232,75
Beaumont Hospital,2022-04-01,% Within 9 Hours,0.414,75
Beaumont Hospital,2022-04-01,% Within 24 Hours,0.923,75
Beaumont Hospital,2022-04-01,# > 24 Hours,73,75
Beaumont Hospital,2022-05-01,% Within 6 Hours,0.25,75
Beaumont Hospital,2022-05-01,% Within 9 Hours,0.412,75
Beaumont Hospital,2022-05-01,% Within 24 Hours,0.939,75
Beaumont Hospital,2022-05-01,# > 24 Hours,62,75
Beaumont Hospital,2022-06-01,% Within 6 Hours,0.264,75
Beaumont Hospital,2022-06-01,% Within 9 Hours,0.466,75
Beaumont Hospital,2022-06-01,% Within 24 Hours,0.991,75
Beaumont Hospital,2022-06-01,# > 24 Hours,9,75
Beaumont Hospital,2022-07-01,% Within 6 Hours,0.242,75
Beaumont Hospital,2022-07-01,% Within 9 Hours,0.428,75
Beaumont Hospital,2022-07-01,% Within 24 Hours,0.974,75
Beaumont Hospital,2022-07-01,# > 24 Hours,26,75
Beaumont Hospital,2022-08-01,% Within 6 Hours,0.256,75
Beaumont Hospital,2022-08-01,% Within 9 Hours,0.439,75
Beaumont Hospital,2022-08-01,% Within 24 Hours,0.97,75
Beaumont Hospital,2022-08-01,# > 24 Hours,29,75
Beaumont Hospital,2022-09-01,% Within 6 Hours,0.234,75
Beaumont Hospital,2022-09-01,% Within 9 Hours,0.42,75
Beaumont Hospital,2022-09-01,% Within 24 Hours,0.961,75
Beaumont Hospital,2022-09-01,# > 24 Hours,36,75
Beaumont Hospital,2022-10-01,% Within 6 Hours,0.186,75
Beaumont Hospital,2022-10-01,% Within 9 Hours,0.345,75
Beaumont Hospital,2022-10-01,% Within 24 Hours,0.924,75
Beaumont Hospital,2022-10-01,# > 24 Hours,73,75
Beaumont Hospital,2022-11-01,% Within 6 Hours,0.165,75
Beaumont Hospital,2022-11-01,% Within 9 Hours,0.329,75
Beaumont Hospital,2022-11-01,% Within 24 Hours,0.863,75
Beaumont Hospital,2022-11-01,# > 24 Hours,123,75
Beaumont Hospital,2022-12-01,% Within 6 Hours,0.172,75
Beaumont Hospital,2022-12-01,% Within 9 Hours,0.299,75
Beaumont Hospital,2022-12-01,% Within 24 Hours,0.879,75
Beaumont Hospital,2022-12-01,# > 24 Hours,127,75
Beaumont Hospital,2023-01-01,% Within 6 Hours,0.187,75
Beaumont Hospital,2023-01-01,% Within 9 Hours,0.332,75
Beaumont Hospital,2023-01-01,% Within 24 Hours,0.824,75
Beaumont Hospital,2023-01-01,# > 24 Hours,173,75
Beaumont Hospital,2023-02-01,% Within 6 Hours,0.197,75
Beaumont Hospital,2023-02-01,% Within 9 Hours,0.353,75
Beaumont Hospital,2023-02-01,% Within 24 Hours,0.864,75
Beaumont Hospital,2023-02-01,# > 24 Hours,124,75
Beaumont Hospital,2023-03-01,% Within 6 Hours,0.235,75
Beaumont Hospital,2023-03-01,% Within 9 Hours,0.408,75
Beaumont Hospital,2023-03-01,% Within 24 Hours,0.924,75
Beaumont Hospital,2023-03-01,# > 24 Hours,73,75
Beaumont Hospital,2023-04-01,% Within 6 Hours,0.238,75
Beaumont Hospital,2023-04-01,% Within 9 Hours,0.403,75
Beaumont Hospital,2023-04-01,% Within 24 Hours,0.956,75
Beaumont Hospital,2023-04-01,# > 24 Hours,44,75
Beaumont Hospital,2023-05-01,% Within 6 Hours,0.246,75
Beaumont Hospital,2023-05-01,% Within 9 Hours,0.445,75
Beaumont Hospital,2023-05-01,% Within 24 Hours,0.964,75
Beaumont Hospital,2023-05-01,# > 24 Hours,37,75
Beaumont Hospital,2023-06-01,% Within 6 Hours,0.245,75
Beaumont Hospital,2023-06-01,% Within 9 Hours,0.459,75
Beaumont Hospital,2023-06-01,% Within 24 Hours,0.958,75
Beaumont Hospital,2023-06-01,# > 24 Hours,42,75
Beaumont Hospital,2023-07-01,% Within 6 Hours,0.214,75
Beaumont Hospital,2023-07-01,% Within 9 Hours,0.418,75
Beaumont Hospital,2023-07-01,% Within 24 Hours,0.96,75
Beaumont Hospital,2023-07-01,# > 24 Hours,39,75
Beaumont Hospital,2023-08-01,% Within 6 Hours,0.246,75
Beaumont Hospital,2023-08-01,% Within 9 Hours,0.432,75
Beaumont Hospital,2023-08-01,% Within 24 Hours,0.956,75
Beaumont Hospital,2023-08-01,# > 24 Hours,47,75
Beaumont Hospital,2023-09-01,% Within 6 Hours,0.283,75
Beaumont Hospital,2023-09-01,% Within 9 Hours,0.472,75
Beaumont Hospital,2023-09-01,% Within 24 Hours,0.968,75
Beaumont Hospital,2023-09-01,# > 24 Hours,33,75
Cavan General Hospital,2022-01-01,% Within 6 Hours,0.256,75
Cavan General Hospital,2022-01-01,% Within 9 Hours,0.413,75
Cavan General Hospital,2022-01-01,% Within 24 Hours,0.908,75
Cavan General Hospital,2022-01-01,# > 24 Hours,38,75
Cavan General Hospital,2022-02-01,% Within 6 Hours,0.249,75
Cavan General Hospital,2022-02-01,% Within 9 Hours,0.41,75
Cavan General Hospital,2022-02-01,% Within 24 Hours,0.966,75
Cavan General Hospital,2022-02-01,# > 24 Hours,14,75
Cavan General Hospital,2022-03-01,% Within 6 Hours,0.272,75
Cavan General Hospital,2022-03-01,% Within 9 Hours,0.432,75
Cavan General Hospital,2022-03-01,% Within 24 Hours,0.907,75
Cavan General Hospital,2022-03-01,# > 24 Hours,49,75
Cavan General Hospital,2022-04-01,% Within 6 Hours,0.372,75
Cavan General Hospital,2022-04-01,% Within 9 Hours,0.52,75
Cavan General Hospital,2022-04-01,% Within 24 Hours,0.963,75
Cavan General Hospital,2022-04-01,# > 24 Hours,16,75
Cavan General Hospital,2022-05-01,% Within 6 Hours,0.348,75
Cavan General Hospital,2022-05-01,% Within 9 Hours,0.5,75
Cavan General Hospital,2022-05-01,% Within 24 Hours,0.946,75
Cavan General Hospital,2022-05-01,# > 24 Hours,28,75
Cavan General Hospital,2022-06-01,% Within 6 Hours,0.272,75
Cavan General Hospital,2022-06-01,% Within 9 Hours,0.407,75
Cavan General Hospital,2022-06-01,% Within 24 Hours,0.922,75
Cavan General Hospital,2022-06-01,# > 24 Hours,37,75
Cavan General Hospital,2022-07-01,% Within 6 Hours,0.38,75
Cavan General Hospital,2022-07-01,% Within 9 Hours,0.566,75
Cavan General Hospital,2022-07-01,% Within 24 Hours,0.975,75
Cavan General Hospital,2022-07-01,# > 24 Hours,11,75
Cavan General Hospital,2022-08-01,% Within 6 Hours,0.303,75
Cavan General Hospital,2022-08-01,% Within 9 Hours,0.473,75
Cavan General Hospital,2022-08-01,% Within 24 Hours,0.934,75
Cavan General Hospital,2022-08-01,# > 24 Hours,32,75
Cavan General Hospital,2022-09-01,% Within 6 Hours,0.307,75
Cavan General Hospital,2022-09-01,% Within 9 Hours,0.422,75
Cavan General Hospital,2022-09-01,% Within 24 Hours,0.883,75
Cavan General Hospital,2022-09-01,# > 24 Hours,53,75
Cavan General Hospital,2022-10-01,% Within 6 Hours,0.347,75
Cavan General Hospital,2022-10-01,% Within 9 Hours,0.525,75
Cavan General Hospital,2022-10-01,% Within 24 Hours,0.973,75
Cavan General Hospital,2022-10-01,# > 24 Hours,12,75
Cavan General Hospital,2022-11-01,% Within 6 Hours,0.34,75
Cavan General Hospital,2022-11-01,% Within 9 Hours,0.493,75
Cavan General Hospital,2022-11-01,% Within 24 Hours,0.974,75
Cavan General Hospital,2022-11-01,# > 24 Hours,13,75
Cavan General Hospital,2022-12-01,% Within 6 Hours,0.283,75
Cavan General Hospital,2022-12-01,% Within 9 Hours,0.379,75
Cavan General Hospital,2022-12-01,% Within 24 Hours,0.844,75
Cavan General Hospital,2022-12-01,# > 24 Hours,81,75
Cavan General Hospital,2023-01-01,% Within 6 Hours,0.308,75
Cavan General Hospital,2023-01-01,% Within 9 Hours,0.494,75
Cavan General Hospital,2023-01-01,% Within 24 Hours,0.821,75
Cavan General Hospital,2023-01-01,# > 24 Hours,74,75
Cavan General Hospital,2023-02-01,% Within 6 Hours,0.314,75
Cavan General Hospital,2023-02-01,% Within 9 Hours,0.504,75
Cavan General Hospital,2023-02-01,% Within 24 Hours,0.972,75
Cavan General Hospital,2023-02-01,# > 24 Hours,11,75
Cavan General Hospital,2023-03-01,% Within 6 Hours,0.42,75
Cavan General Hospital,2023-03-01,% Within 9 Hours,0.614,75
Cavan General Hospital,2023-03-01,% Within 24 Hours,0.96,75
Cavan General Hospital,2023-03-01,# > 24 Hours,20,75
Cavan General Hospital,2023-04-01,% Within 6 Hours,0.41,75
Cavan General Hospital,2023-04-01,% Within 9 Hours,0.577,75
Cavan General Hospital,2023-04-01,% Within 24 Hours,0.982,75
Cavan General Hospital,2023-04-01,# > 24 Hours,10,75
Cavan General Hospital,2023-05-01,% Within 6 Hours,0.413,75
Cavan General Hospital,2023-05-01,% Within 9 Hours,0.56,75
Cavan General Hospital,2023-05-01,% Within 24 Hours,0.894,75
Cavan General Hospital,2023-05-01,# > 24 Hours,68,75
Cavan General Hospital,2023-06-01,% Within 6 Hours,0.405,75
Cavan General Hospital,2023-06-01,% Within 9 Hours,0.553,75
Cavan General Hospital,2023-06-01,% Within 24 Hours,0.933,75
Cavan General Hospital,2023-06-01,# > 24 Hours,41,75
Cavan General Hospital,2023-07-01,% Within 6 Hours,0.338,75
Cavan General Hospital,2023-07-01,% Within 9 Hours,0.523,75
Cavan General Hospital,2023-07-01,% Within 24 Hours,0.985,75
Cavan General Hospital,2023-07-01,# > 24 Hours,7,75
Cavan General Hospital,2023-08-01,% Within 6 Hours,0.311,75
Cavan General Hospital,2023-08-01,% Within 9 Hours,0.467,75
Cavan General Hospital,2023-08-01,% Within 24 Hours,0.905,75
Cavan General Hospital,2023-08-01,# > 24 Hours,50,75
Cavan General Hospital,2023-09-01,% Within 6 Hours,0.323,75
Cavan General Hospital,2023-09-01,% Within 9 Hours,0.468,75
Cavan General Hospital,2023-09-01,% Within 24 Hours,0.906,75
Cavan General Hospital,2023-09-01,# > 24 Hours,42,75
Connolly Hospital,2022-01-01,% Within 6 Hours,0.247,75
Connolly Hospital,2022-01-01,% Within 9 Hours,0.422,75
Connolly Hospital,2022-01-01,% Within 24 Hours,0.99,75
Connolly Hospital,2022-01-01,# > 24 Hours,5,75
Connolly Hospital,2022-02-01,% Within 6 Hours,0.256,75
Connolly Hospital,2022-02-01,% Within 9 Hours,0.476,75
Connolly Hospital,2022-02-01,% Within 24 Hours,1,75
Connolly Hospital,2022-02-01,# > 24 Hours,0,75
Connolly Hospital,2022-03-01,% Within 6 Hours,0.271,75
Connolly Hospital,2022-03-01,% Within 9 Hours,0.493,75
Connolly Hospital,2022-03-01,% Within 24 Hours,0.998,75
Connolly Hospital,2022-03-01,# > 24 Hours,1,75
